lon,lat,jjii
114.997,24.0953,1258
115.426,24.0668,1259
115.855,24.0362,1260
116.283,24.0036,1261
116.711,23.9688,1262
117.139,23.932,1263
117.566,23.8931,1264
117.992,23.8521,1265
118.418,23.8091,1266
118.844,23.764,1267
119.269,23.7169,1268
119.693,23.6677,1269
120.117,23.6164,1270
120.54,23.5631,1271
120.963,23.5079,1272
121.385,23.4505,1273
121.806,23.3912,1274
122.227,23.3298,1275
122.647,23.2665,1276
123.066,23.2011,1277
123.485,23.1338,1278
123.902,23.0644,1279
124.319,22.9932,1280
124.735,22.9199,1281
125.15,22.8447,1282
125.565,22.7676,1283
125.978,22.6885,1284
126.391,22.6075,1285
126.803,22.5245,1286
127.213,22.4397,1287
127.623,22.353,1288
128.032,22.2644,1289
128.44,22.1739,1290
90.261,22.5515,1300
90.6708,22.6426,1301
91.0817,22.7319,1302
91.4934,22.8193,1303
91.9062,22.9048,1304
92.3199,22.9883,1305
92.7345,23.07,1306
93.1501,23.1496,1307
93.5665,23.2274,1308
93.9838,23.3031,1309
94.4019,23.3769,1310
94.8209,23.4488,1311
95.2407,23.5186,1312
95.6613,23.5865,1313
96.0826,23.6523,1314
96.5047,23.7162,1315
96.9275,23.778,1316
97.351,23.8378,1317
97.7752,23.8956,1318
98.2,23.9513,1319
98.6255,24.005,1320
99.0516,24.0566,1321
99.4783,24.1062,1322
99.9056,24.1537,1323
100.333,24.1991,1324
100.762,24.2425,1325
101.19,24.2838,1326
101.62,24.323,1327
102.05,24.3601,1328
102.48,24.3951,1329
102.91,24.428,1330
103.341,24.4588,1331
103.772,24.4875,1332
104.204,24.5141,1333
104.636,24.5386,1334
105.068,24.5609,1335
105.501,24.5811,1336
105.933,24.5993,1337
106.366,24.6152,1338
106.799,24.6291,1339
107.233,24.6408,1340
107.666,24.6504,1341
108.099,24.6579,1342
108.533,24.6632,1343
108.966,24.6664,1344
109.4,24.6675,1345
109.834,24.6664,1346
110.267,24.6632,1347
110.701,24.6579,1348
111.134,24.6504,1349
111.567,24.6408,1350
112.001,24.6291,1351
112.434,24.6152,1352
112.867,24.5993,1353
113.299,24.5811,1354
113.732,24.5609,1355
114.164,24.5386,1356
114.596,24.5141,1357
115.028,24.4875,1358
115.459,24.4588,1359
115.89,24.428,1360
116.32,24.3951,1361
116.75,24.3601,1362
117.18,24.323,1363
117.609,24.2838,1364
118.038,24.2425,1365
118.467,24.1991,1366
118.894,24.1537,1367
119.322,24.1062,1368
119.748,24.0566,1369
120.174,24.005,1370
120.6,23.9513,1371
121.025,23.8956,1372
121.449,23.8378,1373
121.872,23.778,1374
122.295,23.7162,1375
122.717,23.6523,1376
123.139,23.5865,1377
123.559,23.5186,1378
123.979,23.4488,1379
124.398,23.3769,1380
124.816,23.3031,1381
125.234,23.2274,1382
125.65,23.1496,1383
126.065,23.07,1384
126.48,22.9883,1385
126.894,22.9048,1386
127.307,22.8193,1387
127.718,22.7319,1388
128.129,22.6426,1389
128.539,22.5515,1390
90.1608,22.9299,1400
90.5726,23.0217,1401
90.9854,23.1117,1402
91.3992,23.1997,1403
91.814,23.2858,1404
92.2297,23.37,1405
92.6464,23.4522,1406
93.064,23.5325,1407
93.4825,23.6109,1408
93.9019,23.6872,1409
94.3222,23.7616,1410
94.7433,23.8339,1411
95.1652,23.9043,1412
95.5879,23.9727,1413
96.0114,24.039,1414
96.4357,24.1034,1415
96.8607,24.1657,1416
97.2864,24.2259,1417
97.7128,24.2841,1418
98.1399,24.3403,1419
98.5676,24.3944,1420
98.9959,24.4464,1421
99.4248,24.4963,1422
99.8544,24.5442,1423
100.284,24.59,1424
100.715,24.6337,1425
101.146,24.6753,1426
101.578,24.7148,1427
102.01,24.7522,1428
102.442,24.7875,1429
102.875,24.8206,1430
103.308,24.8517,1431
103.742,24.8806,1432
104.176,24.9074,1433
104.61,24.932,1434
105.045,24.9546,1435
105.479,24.9749,1436
105.915,24.9932,1437
106.35,25.0093,1438
106.785,25.0233,1439
107.221,25.0351,1440
107.656,25.0447,1441
108.092,25.0523,1442
108.528,25.0576,1443
108.964,25.0609,1444
109.4,25.062,1445
109.836,25.0609,1446
110.272,25.0576,1447
110.708,25.0523,1448
111.144,25.0447,1449
111.579,25.0351,1450
112.015,25.0233,1451
112.45,25.0093,1452
112.885,24.9932,1453
113.32,24.9749,1454
113.755,24.9546,1455
114.19,24.932,1456
114.624,24.9074,1457
115.058,24.8806,1458
115.492,24.8517,1459
115.925,24.8206,1460
116.358,24.7875,1461
116.79,24.7522,1462
117.222,24.7148,1463
117.654,24.6753,1464
118.085,24.6337,1465
118.516,24.59,1466
118.946,24.5442,1467
119.375,24.4963,1468
119.804,24.4464,1469
120.232,24.3944,1470
120.66,24.3403,1471
121.087,24.2841,1472
121.514,24.2259,1473
121.939,24.1657,1474
122.364,24.1034,1475
122.789,24.039,1476
123.212,23.9727,1477
123.635,23.9043,1478
124.057,23.8339,1479
124.478,23.7616,1480
124.898,23.6872,1481
125.317,23.6109,1482
125.736,23.5325,1483
126.154,23.4522,1484
126.57,23.37,1485
126.986,23.2858,1486
127.401,23.1997,1487
127.815,23.1117,1488
128.227,23.0217,1489
128.639,22.9299,1490
90.0595,23.309,1500
90.4733,23.4016,1501
90.8881,23.4922,1502
91.304,23.5809,1503
91.7208,23.6677,1504
92.1386,23.7525,1505
92.5574,23.8353,1506
92.9771,23.9162,1507
93.3977,23.9951,1508
93.8192,24.0721,1509
94.2416,24.147,1510
94.6648,24.2199,1511
95.0889,24.2908,1512
95.5138,24.3597,1513
95.9395,24.4266,1514
96.366,24.4914,1515
96.7932,24.5542,1516
97.2211,24.6149,1517
97.6497,24.6735,1518
98.079,24.7301,1519
98.509,24.7846,1520
98.9396,24.837,1521
99.3708,24.8874,1522
99.8026,24.9356,1523
100.235,24.9817,1524
100.668,25.0258,1525
101.101,25.0677,1526
101.535,25.1075,1527
101.97,25.1451,1528
102.404,25.1807,1529
102.84,25.2141,1530
103.275,25.2454,1531
103.711,25.2745,1532
104.147,25.3015,1533
104.584,25.3264,1534
105.021,25.3491,1535
105.458,25.3696,1536
105.895,25.388,1537
106.333,25.4043,1538
106.771,25.4183,1539
107.209,25.4302,1540
107.647,25.44,1541
108.085,25.4476,1542
108.523,25.453,1543
108.962,25.4562,1544
109.4,25.4573,1545
109.838,25.4562,1546
110.277,25.453,1547
110.715,25.4476,1548
111.153,25.44,1549
111.591,25.4302,1550
112.029,25.4183,1551
112.467,25.4043,1552
112.905,25.388,1553
113.342,25.3696,1554
113.779,25.3491,1555
114.216,25.3264,1556
114.653,25.3015,1557
115.089,25.2745,1558
115.525,25.2454,1559
115.96,25.2141,1560
116.396,25.1807,1561
116.831,25.1451,1562
117.265,25.1075,1563
117.699,25.0677,1564
118.132,25.0258,1565
118.565,24.9817,1566
118.997,24.9356,1567
119.429,24.8874,1568
119.86,24.837,1569
120.291,24.7846,1570
120.721,24.7301,1571
121.15,24.6735,1572
121.579,24.6149,1573
122.007,24.5542,1574
122.434,24.4914,1575
122.861,24.4266,1576
123.286,24.3597,1577
123.711,24.2908,1578
124.135,24.2199,1579
124.558,24.147,1580
124.981,24.0721,1581
125.402,23.9951,1582
125.823,23.9162,1583
126.243,23.8353,1584
126.661,23.7525,1585
127.079,23.6677,1586
127.496,23.5809,1587
127.912,23.4922,1588
128.327,23.4016,1589
128.74,23.309,1590
89.9572,23.6889,1600
90.373,23.7822,1601
90.7899,23.8735,1602
91.2077,23.9628,1603
91.6266,24.0503,1604
92.0465,24.1357,1605
92.4674,24.2192,1606
92.8892,24.3007,1607
93.312,24.3802,1608
93.7356,24.4577,1609
94.1602,24.5332,1610
94.5856,24.6067,1611
95.0118,24.6781,1612
95.4389,24.7475,1613
95.8668,24.8149,1614
96.2955,24.8802,1615
96.7249,24.9435,1616
97.1551,25.0046,1617
97.586,25.0637,1618
98.0175,25.1208,1619
98.4498,25.1757,1620
98.8827,25.2285,1621
99.3162,25.2792,1622
99.7503,25.3278,1623
100.185,25.3743,1624
100.62,25.4187,1625
101.056,25.4609,1626
101.492,25.501,1627
101.929,25.539,1628
102.366,25.5748,1629
102.804,25.6085,1630
103.242,25.64,1631
103.68,25.6693,1632
104.119,25.6965,1633
104.558,25.7216,1634
104.997,25.7445,1635
105.436,25.7652,1636
105.876,25.7837,1637
106.316,25.8001,1638
106.756,25.8142,1639
107.197,25.8262,1640
107.637,25.8361,1641
108.078,25.8437,1642
108.519,25.8491,1643
108.959,25.8524,1644
109.4,25.8535,1645
109.841,25.8524,1646
110.281,25.8491,1647
110.722,25.8437,1648
111.163,25.8361,1649
111.603,25.8262,1650
112.044,25.8142,1651
112.484,25.8001,1652
112.924,25.7837,1653
113.364,25.7652,1654
113.803,25.7445,1655
114.242,25.7216,1656
114.681,25.6965,1657
115.12,25.6693,1658
115.558,25.64,1659
115.996,25.6085,1660
116.434,25.5748,1661
116.871,25.539,1662
117.308,25.501,1663
117.744,25.4609,1664
118.18,25.4187,1665
118.615,25.3743,1666
119.05,25.3278,1667
119.484,25.2792,1668
119.917,25.2285,1669
120.35,25.1757,1670
120.782,25.1208,1671
121.214,25.0637,1672
121.645,25.0046,1673
122.075,24.9435,1674
122.505,24.8802,1675
122.933,24.8149,1676
123.361,24.7475,1677
123.788,24.6781,1678
124.214,24.6067,1679
124.64,24.5332,1680
125.064,24.4577,1681
125.488,24.3802,1682
125.911,24.3007,1683
126.333,24.2192,1684
126.753,24.1357,1685
127.173,24.0503,1686
127.592,23.9628,1687
128.01,23.8735,1688
128.427,23.7822,1689
128.843,23.6889,1690
89.8538,24.0696,1700
90.2716,24.1635,1701
90.6905,24.2555,1702
91.1105,24.3456,1703
91.5315,24.4336,1704
91.9535,24.5197,1705
92.3765,24.6038,1706
92.8004,24.686,1707
93.2253,24.7661,1708
93.6511,24.8442,1709
94.0778,24.9202,1710
94.5054,24.9942,1711
94.9339,25.0662,1712
95.3632,25.1362,1713
95.7933,25.204,1714
96.2242,25.2698,1715
96.6559,25.3336,1716
97.0884,25.3952,1717
97.5215,25.4548,1718
97.9554,25.5122,1719
98.39,25.5676,1720
98.8251,25.6208,1721
99.261,25.6719,1722
99.6974,25.7209,1723
100.134,25.7677,1724
100.572,25.8124,1725
101.01,25.855,1726
101.449,25.8954,1727
101.888,25.9336,1728
102.327,25.9697,1729
102.767,26.0037,1730
103.208,26.0354,1731
103.648,26.065,1732
104.089,26.0924,1733
104.531,26.1176,1734
104.973,26.1407,1735
105.414,26.1616,1736
105.857,26.1802,1737
106.299,26.1967,1738
106.742,26.211,1739
107.185,26.2231,1740
107.628,26.233,1741
108.071,26.2407,1742
108.514,26.2462,1743
108.957,26.2495,1744
109.4,26.2506,1745
109.843,26.2495,1746
110.286,26.2462,1747
110.729,26.2407,1748
111.173,26.233,1749
111.615,26.2231,1750
112.058,26.211,1751
112.501,26.1967,1752
112.943,26.1802,1753
113.385,26.1616,1754
113.827,26.1407,1755
114.269,26.1176,1756
114.711,26.0924,1757
115.152,26.065,1758
115.592,26.0354,1759
116.033,26.0037,1760
116.473,25.9697,1761
116.912,25.9336,1762
117.351,25.8954,1763
117.79,25.855,1764
118.228,25.8124,1765
118.666,25.7677,1766
119.103,25.7209,1767
119.539,25.6719,1768
119.975,25.6208,1769
120.41,25.5676,1770
120.845,25.5122,1771
121.278,25.4548,1772
121.712,25.3952,1773
122.144,25.3336,1774
122.576,25.2698,1775
123.007,25.204,1776
123.437,25.1362,1777
123.866,25.0662,1778
124.295,24.9942,1779
124.722,24.9202,1780
125.149,24.8442,1781
125.575,24.7661,1782
126.0,24.686,1783
126.424,24.6038,1784
126.847,24.5197,1785
127.269,24.4336,1786
127.69,24.3456,1787
128.109,24.2555,1788
128.528,24.1635,1789
128.946,24.0696,1790
89.7493,24.451,1800
90.1692,24.5456,1801
90.5902,24.6383,1802
91.0122,24.729,1803
91.4353,24.8178,1804
91.8594,24.9045,1805
92.2845,24.9892,1806
92.7106,25.072,1807
93.1377,25.1527,1808
93.5657,25.2314,1809
93.9946,25.308,1810
94.4244,25.3826,1811
94.8551,25.4551,1812
95.2867,25.5256,1813
95.7191,25.594,1814
96.1522,25.6603,1815
96.5862,25.7245,1816
97.0209,25.7866,1817
97.4564,25.8466,1818
97.8926,25.9045,1819
98.3294,25.9602,1820
98.767,26.0139,1821
99.2051,26.0654,1822
99.6439,26.1147,1823
100.083,26.1619,1824
100.523,26.207,1825
100.964,26.2498,1826
101.405,26.2906,1827
101.846,26.3291,1828
102.288,26.3655,1829
102.73,26.3997,1830
103.173,26.4317,1831
103.616,26.4615,1832
104.06,26.4891,1833
104.504,26.5145,1834
104.948,26.5378,1835
105.392,26.5588,1836
105.837,26.5776,1837
106.282,26.5942,1838
106.727,26.6086,1839
107.172,26.6208,1840
107.618,26.6308,1841
108.063,26.6385,1842
108.509,26.6441,1843
108.954,26.6474,1844
109.4,26.6485,1845
109.846,26.6474,1846
110.291,26.6441,1847
110.737,26.6385,1848
111.182,26.6308,1849
111.628,26.6208,1850
112.073,26.6086,1851
112.518,26.5942,1852
112.963,26.5776,1853
113.408,26.5588,1854
113.852,26.5378,1855
114.296,26.5145,1856
114.74,26.4891,1857
115.184,26.4615,1858
115.627,26.4317,1859
116.07,26.3997,1860
116.512,26.3655,1861
116.954,26.3291,1862
117.395,26.2906,1863
117.836,26.2498,1864
118.277,26.207,1865
118.717,26.1619,1866
119.156,26.1147,1867
119.595,26.0654,1868
120.033,26.0139,1869
120.471,25.9602,1870
120.907,25.9045,1871
121.344,25.8466,1872
121.779,25.7866,1873
122.214,25.7245,1874
122.648,25.6603,1875
123.081,25.594,1876
123.513,25.5256,1877
123.945,25.4551,1878
124.376,25.3826,1879
124.805,25.308,1880
125.234,25.2314,1881
125.662,25.1527,1882
126.089,25.072,1883
126.515,24.9892,1884
126.941,24.9045,1885
127.365,24.8178,1886
127.788,24.729,1887
128.21,24.6383,1888
128.631,24.5456,1889
129.051,24.451,1890
89.6437,24.8331,1900
90.0657,24.9284,1901
90.4888,25.0218,1902
90.9129,25.1132,1903
91.3381,25.2026,1904
91.7644,25.29,1905
92.1917,25.3754,1906
92.6199,25.4587,1907
93.0492,25.5401,1908
93.4794,25.6193,1909
93.9105,25.6965,1910
94.3426,25.7717,1911
94.7755,25.8448,1912
95.2093,25.9158,1913
95.644,25.9847,1914
96.0794,26.0515,1915
96.5157,26.1162,1916
96.9528,26.1788,1917
97.3905,26.2392,1918
97.829,26.2975,1919
98.2682,26.3537,1920
98.7081,26.4078,1921
99.1487,26.4597,1922
99.5898,26.5094,1923
100.032,26.5569,1924
100.474,26.6023,1925
100.917,26.6455,1926
101.36,26.6866,1927
101.804,26.7254,1928
102.249,26.7621,1929
102.693,26.7965,1930
103.139,26.8288,1931
103.584,26.8588,1932
104.03,26.8866,1933
104.476,26.9122,1934
104.923,26.9356,1935
105.37,26.9568,1936
105.817,26.9758,1937
106.264,26.9925,1938
106.712,27.007,1939
107.16,27.0193,1940
107.608,27.0294,1941
108.056,27.0372,1942
108.504,27.0428,1943
108.952,27.0461,1944
109.4,27.0472,1945
109.848,27.0461,1946
110.296,27.0428,1947
110.744,27.0372,1948
111.192,27.0294,1949
111.64,27.0193,1950
112.088,27.007,1951
112.536,26.9925,1952
112.983,26.9758,1953
113.43,26.9568,1954
113.877,26.9356,1955
114.324,26.9122,1956
114.77,26.8866,1957
115.216,26.8588,1958
115.661,26.8288,1959
116.107,26.7965,1960
116.552,26.7621,1961
116.996,26.7254,1962
117.44,26.6866,1963
117.883,26.6455,1964
118.326,26.6023,1965
118.768,26.5569,1966
119.21,26.5094,1967
119.651,26.4597,1968
120.092,26.4078,1969
120.532,26.3537,1970
120.971,26.2975,1971
121.409,26.2392,1972
121.847,26.1788,1973
122.284,26.1162,1974
122.721,26.0515,1975
123.156,25.9847,1976
123.591,25.9158,1977
124.024,25.8448,1978
124.457,25.7717,1979
124.889,25.6965,1980
125.321,25.6193,1981
125.751,25.5401,1982
126.18,25.4587,1983
126.608,25.3754,1984
127.036,25.29,1985
127.462,25.2026,1986
127.887,25.1132,1987
128.311,25.0218,1988
128.734,24.9284,1989
129.156,24.8331,1990
89.537,25.2159,2000
89.9611,25.312,2001
90.3863,25.406,2002
90.8126,25.4981,2003
91.2399,25.5882,2004
91.6683,25.6762,2005
92.0978,25.7622,2006
92.5283,25.8462,2007
92.9597,25.9282,2008
93.3922,26.008,2009
93.8255,26.0858,2010
94.2598,26.1615,2011
94.695,26.2352,2012
95.1311,26.3067,2013
95.5681,26.3761,2014
96.0059,26.4434,2015
96.4445,26.5086,2016
96.8838,26.5717,2017
97.324,26.6326,2018
97.7648,26.6914,2019
98.2064,26.748,2020
98.6487,26.8024,2021
99.0916,26.8547,2022
99.5352,26.9048,2023
99.9794,26.9527,2024
100.424,26.9985,2025
100.869,27.042,2026
101.315,27.0834,2027
101.762,27.1225,2028
102.208,27.1594,2029
102.656,27.1941,2030
103.103,27.2266,2031
103.552,27.2569,2032
104.0,27.285,2033
104.449,27.3108,2034
104.898,27.3344,2035
105.347,27.3557,2036
105.797,27.3748,2037
106.247,27.3917,2038
106.697,27.4063,2039
107.147,27.4187,2040
107.598,27.4288,2041
108.048,27.4367,2042
108.499,27.4423,2043
108.949,27.4457,2044
109.4,27.4468,2045
109.851,27.4457,2046
110.301,27.4423,2047
110.752,27.4367,2048
111.202,27.4288,2049
111.653,27.4187,2050
112.103,27.4063,2051
112.553,27.3917,2052
113.003,27.3748,2053
113.453,27.3557,2054
113.902,27.3344,2055
114.351,27.3108,2056
114.8,27.285,2057
115.248,27.2569,2058
115.697,27.2266,2059
116.144,27.1941,2060
116.592,27.1594,2061
117.038,27.1225,2062
117.485,27.0834,2063
117.931,27.042,2064
118.376,26.9985,2065
118.821,26.9527,2066
119.265,26.9048,2067
119.708,26.8547,2068
120.151,26.8024,2069
120.594,26.748,2070
121.035,26.6914,2071
121.476,26.6326,2072
121.916,26.5717,2073
122.356,26.5086,2074
122.794,26.4434,2075
123.232,26.3761,2076
123.669,26.3067,2077
124.105,26.2352,2078
124.54,26.1615,2079
124.974,26.0858,2080
125.408,26.008,2081
125.84,25.9282,2082
126.272,25.8462,2083
126.702,25.7622,2084
127.132,25.6762,2085
127.56,25.5882,2086
127.987,25.4981,2087
128.414,25.406,2088
128.839,25.312,2089
129.263,25.2159,2090
89.4291,25.5994,2100
89.8553,25.6962,2101
90.2827,25.7909,2102
90.7111,25.8837,2103
91.1406,25.9745,2104
91.5712,26.0632,2105
92.0029,26.1498,2106
92.4356,26.2344,2107
92.8693,26.317,2108
93.304,26.3975,2109
93.7396,26.4758,2110
94.1762,26.5521,2111
94.6137,26.6263,2112
95.0521,26.6984,2113
95.4913,26.7683,2114
95.9315,26.8362,2115
96.3724,26.9018,2116
96.8141,26.9654,2117
97.2567,27.0268,2118
97.6999,27.086,2119
98.1439,27.143,2120
98.5886,27.1979,2121
99.0339,27.2505,2122
99.4799,27.301,2123
99.9265,27.3493,2124
100.374,27.3954,2125
100.822,27.4393,2126
101.27,27.4809,2127
101.719,27.5204,2128
102.168,27.5576,2129
102.618,27.5926,2130
103.068,27.6253,2131
103.519,27.6558,2132
103.97,27.6841,2133
104.421,27.7101,2134
104.872,27.7338,2135
105.324,27.7553,2136
105.777,27.7746,2137
106.229,27.7916,2138
106.682,27.8063,2139
107.134,27.8188,2140
107.587,27.829,2141
108.04,27.8369,2142
108.494,27.8426,2143
108.947,27.846,2144
109.4,27.8471,2145
109.853,27.846,2146
110.306,27.8426,2147
110.76,27.8369,2148
111.213,27.829,2149
111.666,27.8188,2150
112.118,27.8063,2151
112.571,27.7916,2152
113.023,27.7746,2153
113.476,27.7553,2154
113.928,27.7338,2155
114.379,27.7101,2156
114.83,27.6841,2157
115.281,27.6558,2158
115.732,27.6253,2159
116.182,27.5926,2160
116.632,27.5576,2161
117.081,27.5204,2162
117.53,27.4809,2163
117.978,27.4393,2164
118.426,27.3954,2165
118.873,27.3493,2166
119.32,27.301,2167
119.766,27.2505,2168
120.211,27.1979,2169
120.656,27.143,2170
121.1,27.086,2171
121.543,27.0268,2172
121.986,26.9654,2173
122.428,26.9018,2174
122.869,26.8362,2175
123.309,26.7683,2176
123.748,26.6984,2177
124.186,26.6263,2178
124.624,26.5521,2179
125.06,26.4758,2180
125.496,26.3975,2181
125.931,26.317,2182
126.364,26.2344,2183
126.797,26.1498,2184
127.229,26.0632,2185
127.659,25.9745,2186
128.089,25.8837,2187
128.517,25.7909,2188
128.945,25.6962,2189
129.371,25.5994,2190
89.3202,25.9836,2200
89.7485,26.0811,2201
90.178,26.1765,2202
90.6086,26.27,2203
91.0403,26.3614,2204
91.4731,26.4508,2205
91.907,26.5381,2206
92.3419,26.6234,2207
92.7778,26.7065,2208
93.2148,26.7876,2209
93.6527,26.8666,2210
94.0916,26.9434,2211
94.5314,27.0182,2212
94.9721,27.0908,2213
95.4138,27.1613,2214
95.8562,27.2296,2215
96.2996,27.2958,2216
96.7437,27.3598,2217
97.1886,27.4216,2218
97.6342,27.4813,2219
98.0807,27.5388,2220
98.5278,27.5941,2221
98.9756,27.6471,2222
99.424,27.698,2223
99.8731,27.7467,2224
100.323,27.7931,2225
100.773,27.8373,2226
101.224,27.8793,2227
101.675,27.919,2228
102.127,27.9565,2229
102.579,27.9917,2230
103.032,28.0247,2231
103.485,28.0555,2232
103.939,28.084,2233
104.393,28.1102,2234
104.847,28.1341,2235
105.301,28.1558,2236
105.756,28.1752,2237
106.211,28.1923,2238
106.666,28.2071,2239
107.122,28.2197,2240
107.577,28.23,2241
108.033,28.238,2242
108.488,28.2437,2243
108.944,28.2471,2244
109.4,28.2483,2245
109.856,28.2471,2246
110.312,28.2437,2247
110.767,28.238,2248
111.223,28.23,2249
111.678,28.2197,2250
112.134,28.2071,2251
112.589,28.1923,2252
113.044,28.1752,2253
113.499,28.1558,2254
113.953,28.1341,2255
114.407,28.1102,2256
114.861,28.084,2257
115.315,28.0555,2258
115.768,28.0247,2259
116.221,27.9917,2260
116.673,27.9565,2261
117.125,27.919,2262
117.576,27.8793,2263
118.027,27.8373,2264
118.477,27.7931,2265
118.927,27.7467,2266
119.376,27.698,2267
119.824,27.6471,2268
120.272,27.5941,2269
120.719,27.5388,2270
121.166,27.4813,2271
121.611,27.4216,2272
122.056,27.3598,2273
122.5,27.2958,2274
122.944,27.2296,2275
123.386,27.1613,2276
123.828,27.0908,2277
124.269,27.0182,2278
124.708,26.9434,2279
125.147,26.8666,2280
125.585,26.7876,2281
126.022,26.7065,2282
126.458,26.6234,2283
126.893,26.5381,2284
127.327,26.4508,2285
127.76,26.3614,2286
128.191,26.27,2287
128.622,26.1765,2288
129.052,26.0811,2289
129.48,25.9836,2290
89.21,26.3684,2300
89.6405,26.4666,2301
90.0721,26.5628,2302
90.5049,26.657,2303
90.9388,26.7491,2304
91.3739,26.8391,2305
91.81,26.9271,2306
92.2472,27.013,2307
92.6854,27.0968,2308
93.1246,27.1784,2309
93.5649,27.258,2310
94.0061,27.3355,2311
94.4482,27.4108,2312
94.8913,27.4839,2313
95.3353,27.5549,2314
95.7802,27.6238,2315
96.2259,27.6905,2316
96.6724,27.755,2317
97.1198,27.8173,2318
97.5679,27.8774,2319
98.0167,27.9353,2320
98.4663,27.991,2321
98.9166,28.0445,2322
99.3675,28.0957,2323
99.8191,28.1448,2324
100.271,28.1915,2325
100.724,28.2361,2326
101.177,28.2784,2327
101.631,28.3184,2328
102.086,28.3562,2329
102.54,28.3917,2330
102.996,28.4249,2331
103.451,28.4559,2332
103.908,28.4846,2333
104.364,28.511,2334
104.821,28.5352,2335
105.278,28.557,2336
105.735,28.5765,2337
106.193,28.5938,2338
106.651,28.6087,2339
107.109,28.6214,2340
107.567,28.6318,2341
108.025,28.6398,2342
108.483,28.6456,2343
108.942,28.649,2344
109.4,28.6502,2345
109.858,28.649,2346
110.317,28.6456,2347
110.775,28.6398,2348
111.233,28.6318,2349
111.691,28.6214,2350
112.149,28.6087,2351
112.607,28.5938,2352
113.065,28.5765,2353
113.522,28.557,2354
113.979,28.5352,2355
114.436,28.511,2356
114.892,28.4846,2357
115.349,28.4559,2358
115.804,28.4249,2359
116.26,28.3917,2360
116.714,28.3562,2361
117.169,28.3184,2362
117.623,28.2784,2363
118.076,28.2361,2364
118.529,28.1915,2365
118.981,28.1448,2366
119.432,28.0957,2367
119.883,28.0445,2368
120.334,27.991,2369
120.783,27.9353,2370
121.232,27.8774,2371
121.68,27.8173,2372
122.128,27.755,2373
122.574,27.6905,2374
123.02,27.6238,2375
123.465,27.5549,2376
123.909,27.4839,2377
124.352,27.4108,2378
124.794,27.3355,2379
125.235,27.258,2380
125.675,27.1784,2381
126.115,27.0968,2382
126.553,27.013,2383
126.99,26.9271,2384
127.426,26.8391,2385
127.861,26.7491,2386
128.295,26.657,2387
128.728,26.5628,2388
129.16,26.4666,2389
129.59,26.3684,2390
89.0986,26.7539,2400
89.5313,26.8528,2401
89.9651,26.9497,2402
90.4001,27.0446,2403
90.8363,27.1374,2404
91.2736,27.2281,2405
91.712,27.3167,2406
92.1514,27.4033,2407
92.5919,27.4877,2408
93.0335,27.57,2409
93.4761,27.6501,2410
93.9196,27.7282,2411
94.3642,27.804,2412
94.8096,27.8778,2413
95.256,27.9493,2414
95.7032,28.0187,2415
96.1514,28.0858,2416
96.6004,28.1508,2417
97.0502,28.2136,2418
97.5007,28.2742,2419
97.9521,28.3325,2420
98.4041,28.3886,2421
98.8569,28.4425,2422
99.3103,28.4942,2423
99.7644,28.5436,2424
100.219,28.5907,2425
100.674,28.6356,2426
101.13,28.6782,2427
101.587,28.7186,2428
102.044,28.7566,2429
102.501,28.7924,2430
102.959,28.8259,2431
103.417,28.8571,2432
103.876,28.886,2433
104.335,28.9126,2434
104.794,28.937,2435
105.254,28.959,2436
105.714,28.9787,2437
106.174,28.996,2438
106.635,29.0111,2439
107.095,29.0239,2440
107.556,29.0343,2441
108.017,29.0424,2442
108.478,29.0482,2443
108.939,29.0517,2444
109.4,29.0529,2445
109.861,29.0517,2446
110.322,29.0482,2447
110.783,29.0424,2448
111.244,29.0343,2449
111.705,29.0239,2450
112.165,29.0111,2451
112.626,28.996,2452
113.086,28.9787,2453
113.546,28.959,2454
114.006,28.937,2455
114.465,28.9126,2456
114.924,28.886,2457
115.383,28.8571,2458
115.841,28.8259,2459
116.299,28.7924,2460
116.756,28.7566,2461
117.213,28.7186,2462
117.67,28.6782,2463
118.126,28.6356,2464
118.581,28.5907,2465
119.036,28.5436,2466
119.49,28.4942,2467
119.943,28.4425,2468
120.396,28.3886,2469
120.848,28.3325,2470
121.299,28.2742,2471
121.75,28.2136,2472
122.2,28.1508,2473
122.649,28.0858,2474
123.097,28.0187,2475
123.544,27.9493,2476
123.99,27.8778,2477
124.436,27.804,2478
124.88,27.7282,2479
125.324,27.6501,2480
125.766,27.57,2481
126.208,27.4877,2482
126.649,27.4033,2483
127.088,27.3167,2484
127.526,27.2281,2485
127.964,27.1374,2486
128.4,27.0446,2487
128.835,26.9497,2488
129.269,26.8528,2489
129.701,26.7539,2490
88.9861,27.14,2500
89.4209,27.2397,2501
89.857,27.3373,2502
90.2942,27.4329,2503
90.7326,27.5264,2504
91.1722,27.6178,2505
91.6129,27.707,2506
92.0546,27.7942,2507
92.4975,27.8793,2508
92.9413,27.9622,2509
93.3863,28.043,2510
93.8322,28.1216,2511
94.2791,28.198,2512
94.727,28.2723,2513
95.1758,28.3443,2514
95.6255,28.4142,2515
96.0761,28.4819,2516
96.5275,28.5474,2517
96.9798,28.6107,2518
97.4328,28.6717,2519
97.8867,28.7305,2520
98.3412,28.787,2521
98.7965,28.8413,2522
99.2525,28.8933,2523
99.7092,28.9431,2524
100.166,28.9906,2525
100.624,29.0358,2526
101.083,29.0788,2527
