lon,lat,jjii
111.893,21.5086,0551
112.308,21.4955,0552
112.723,21.4805,0553
113.138,21.4635,0554
113.552,21.4444,0555
113.967,21.4234,0556
114.381,21.4004,0557
114.795,21.3754,0558
115.208,21.3484,0559
115.621,21.3194,0560
116.034,21.2885,0561
116.447,21.2556,0562
116.859,21.2207,0563
117.271,21.1838,0564
117.682,21.145,0565
118.093,21.1042,0566
118.504,21.0614,0567
118.914,21.0168,0568
119.323,20.9701,0569
119.732,20.9216,0570
120.141,20.871,0571
120.548,20.8186,0572
120.956,20.7643,0573
121.362,20.708,0574
121.769,20.6498,0575
122.174,20.5898,0576
122.579,20.5278,0577
122.983,20.464,0578
123.386,20.3982,0579
123.789,20.3306,0580
124.191,20.2612,0581
124.592,20.1898,0582
124.992,20.1167,0583
125.392,20.0417,0584
125.791,19.9648,0585
126.189,19.8862,0586
126.586,19.8057,0587
126.982,19.7234,0588
127.378,19.6394,0589
127.772,19.5535,0590
90.9351,19.9253,0600
91.3315,20.0118,0601
91.7288,20.0965,0602
92.127,20.1794,0603
92.526,20.2605,0604
92.9259,20.3398,0605
93.3267,20.4172,0606
93.7282,20.4928,0607
94.1306,20.5665,0608
94.5337,20.6383,0609
94.9376,20.7083,0610
95.3423,20.7765,0611
95.7477,20.8427,0612
96.1537,20.907,0613
96.5605,20.9695,0614
96.968,21.03,0615
97.3761,21.0886,0616
97.7848,21.1453,0617
98.1941,21.2001,0618
98.6041,21.2529,0619
99.0146,21.3038,0620
99.4256,21.3527,0621
99.8372,21.3997,0622
100.249,21.4448,0623
100.662,21.4878,0624
101.075,21.5289,0625
101.488,21.5681,0626
101.902,21.6052,0627
102.317,21.6404,0628
102.731,21.6736,0629
103.146,21.7047,0630
103.562,21.7339,0631
103.977,21.7611,0632
104.393,21.7863,0633
104.81,21.8095,0634
105.226,21.8307,0635
105.643,21.8499,0636
106.06,21.867,0637
106.477,21.8822,0638
106.894,21.8953,0639
107.312,21.9064,0640
107.729,21.9155,0641
108.147,21.9226,0642
108.565,21.9277,0643
108.982,21.9307,0644
109.4,21.9317,0645
109.818,21.9307,0646
110.236,21.9277,0647
110.653,21.9226,0648
111.071,21.9155,0649
111.488,21.9064,0650
111.906,21.8953,0651
112.323,21.8822,0652
112.74,21.867,0653
113.157,21.8499,0654
113.574,21.8307,0655
113.99,21.8095,0656
114.407,21.7863,0657
114.823,21.7611,0658
115.238,21.7339,0659
115.654,21.7047,0660
116.069,21.6736,0661
116.483,21.6404,0662
116.898,21.6052,0663
117.312,21.5681,0664
117.725,21.5289,0665
118.138,21.4878,0666
118.551,21.4448,0667
118.963,21.3997,0668
119.374,21.3527,0669
119.785,21.3038,0670
120.196,21.2529,0671
120.606,21.2001,0672
121.015,21.1453,0673
121.424,21.0886,0674
121.832,21.03,0675
122.239,20.9695,0676
122.646,20.907,0677
123.052,20.8427,0678
123.458,20.7765,0679
123.862,20.7083,0680
124.266,20.6383,0681
124.669,20.5665,0682
125.072,20.4928,0683
125.473,20.4172,0684
125.874,20.3398,0685
126.274,20.2605,0686
126.673,20.1794,0687
127.071,20.0965,0688
127.469,20.0118,0689
127.865,19.9253,0690
90.8417,20.298,0700
91.2399,20.3851,0701
91.6391,20.4705,0702
92.0392,20.554,0703
92.4401,20.6357,0704
92.8419,20.7156,0705
93.2446,20.7936,0706
93.6481,20.8697,0707
94.0524,20.944,0708
94.4576,21.0164,0709
94.8634,21.087,0710
95.2701,21.1556,0711
95.6775,21.2223,0712
96.0855,21.2872,0713
96.4943,21.3501,0714
96.9038,21.4111,0715
97.314,21.4701,0716
97.7247,21.5273,0717
98.1361,21.5824,0718
98.5481,21.6357,0719
98.9607,21.687,0720
99.3738,21.7363,0721
99.7875,21.7836,0722
100.202,21.829,0723
100.616,21.8724,0724
101.032,21.9138,0725
101.447,21.9533,0726
101.863,21.9907,0727
102.28,22.0261,0728
102.696,22.0596,0729
103.114,22.091,0730
103.531,22.1204,0731
103.949,22.1478,0732
104.367,22.1732,0733
104.786,22.1966,0734
105.204,22.2179,0735
105.623,22.2373,0736
106.042,22.2545,0737
106.462,22.2698,0738
106.881,22.283,0739
107.301,22.2942,0740
107.72,22.3034,0741
108.14,22.3105,0742
108.56,22.3156,0743
108.98,22.3187,0744
109.4,22.3197,0745
109.82,22.3187,0746
110.24,22.3156,0747
110.66,22.3105,0748
111.08,22.3034,0749
111.499,22.2942,0750
111.919,22.283,0751
112.338,22.2698,0752
112.758,22.2545,0753
113.177,22.2373,0754
113.596,22.2179,0755
114.014,22.1966,0756
114.433,22.1732,0757
114.851,22.1478,0758
115.269,22.1204,0759
115.686,22.091,0760
116.104,22.0596,0761
116.52,22.0261,0762
116.937,21.9907,0763
117.353,21.9533,0764
117.768,21.9138,0765
118.184,21.8724,0766
118.598,21.829,0767
119.013,21.7836,0768
119.426,21.7363,0769
119.839,21.687,0770
120.252,21.6357,0771
120.664,21.5824,0772
121.075,21.5273,0773
121.486,21.4701,0774
121.896,21.4111,0775
122.306,21.3501,0776
122.714,21.2872,0777
123.123,21.2223,0778
123.53,21.1556,0779
123.937,21.087,0780
124.342,21.0164,0781
124.748,20.944,0782
125.152,20.8697,0783
125.555,20.7936,0784
125.958,20.7156,0785
126.36,20.6357,0786
126.761,20.554,0787
127.161,20.4705,0788
127.56,20.3851,0789
127.958,20.298,0790
90.7473,20.6715,0800
91.1475,20.7593,0801
91.5485,20.8453,0802
91.9505,20.9295,0803
92.3534,21.0118,0804
92.7571,21.0922,0805
93.1617,21.1708,0806
93.5672,21.2476,0807
93.9735,21.3224,0808
94.3806,21.3954,0809
94.7885,21.4665,0810
95.1971,21.5356,0811
95.6065,21.6029,0812
96.0167,21.6682,0813
96.4275,21.7316,0814
96.839,21.793,0815
97.2512,21.8526,0816
97.6641,21.9101,0817
98.0775,21.9657,0818
98.4916,22.0194,0819
98.9063,22.0711,0820
99.3215,22.1208,0821
99.7373,22.1685,0822
100.154,22.2142,0823
100.57,22.2579,0824
100.988,22.2997,0825
101.405,22.3394,0826
101.824,22.3771,0827
102.242,22.4128,0828
102.661,22.4465,0829
103.081,22.4782,0830
103.5,22.5079,0831
103.92,22.5355,0832
104.341,22.5611,0833
104.761,22.5846,0834
105.182,22.6061,0835
105.603,22.6256,0836
106.025,22.643,0837
106.446,22.6584,0838
106.868,22.6717,0839
107.29,22.683,0840
107.712,22.6923,0841
108.134,22.6994,0842
108.556,22.7046,0843
108.978,22.7077,0844
109.4,22.7087,0845
109.822,22.7077,0846
110.244,22.7046,0847
110.666,22.6994,0848
111.088,22.6923,0849
111.51,22.683,0850
111.932,22.6717,0851
112.354,22.6584,0852
112.775,22.643,0853
113.197,22.6256,0854
113.618,22.6061,0855
114.039,22.5846,0856
114.459,22.5611,0857
114.88,22.5355,0858
115.3,22.5079,0859
115.719,22.4782,0860
116.139,22.4465,0861
116.558,22.4128,0862
116.976,22.3771,0863
117.395,22.3394,0864
117.812,22.2997,0865
118.23,22.2579,0866
118.646,22.2142,0867
119.063,22.1685,0868
119.478,22.1208,0869
119.894,22.0711,0870
120.308,22.0194,0871
120.722,21.9657,0872
121.136,21.9101,0873
121.549,21.8526,0874
121.961,21.793,0875
122.373,21.7316,0876
122.783,21.6682,0877
123.193,21.6029,0878
123.603,21.5356,0879
124.012,21.4665,0880
124.419,21.3954,0881
124.826,21.3224,0882
125.233,21.2476,0883
125.638,21.1708,0884
126.043,21.0922,0885
126.447,21.0118,0886
126.849,20.9295,0887
127.251,20.8453,0888
127.653,20.7593,0889
128.053,20.6715,0890
90.652,21.0459,0900
91.054,21.1343,0901
91.457,21.221,0902
91.8609,21.3058,0903
92.2657,21.3887,0904
92.6714,21.4698,0905
93.0781,21.549,0906
93.4855,21.6263,0907
93.8938,21.7017,0908
94.3029,21.7752,0909
94.7128,21.8468,0910
95.1234,21.9165,0911
95.5349,21.9843,0912
95.947,22.0501,0913
96.3599,22.114,0914
96.7735,22.1759,0915
97.1878,22.2359,0916
97.6027,22.2939,0917
98.0183,22.3499,0918
98.4345,22.404,0919
98.8513,22.4561,0920
99.2687,22.5061,0921
99.6866,22.5542,0922
100.105,22.6003,0923
100.524,22.6444,0924
100.943,22.6864,0925
101.363,22.7265,0926
101.784,22.7645,0927
102.205,22.8005,0928
102.626,22.8344,0929
103.047,22.8663,0930
103.469,22.8962,0931
103.891,22.924,0932
104.314,22.9498,0933
104.737,22.9736,0934
105.16,22.9952,0935
105.583,23.0149,0936
106.007,23.0324,0937
106.431,23.0479,0938
106.854,23.0614,0939
107.278,23.0727,0940
107.703,23.082,0941
108.127,23.0893,0942
108.551,23.0945,0943
108.976,23.0975,0944
109.4,23.0986,0945
109.824,23.0975,0946
110.249,23.0945,0947
110.673,23.0893,0948
111.097,23.082,0949
111.522,23.0727,0950
111.946,23.0614,0951
112.369,23.0479,0952
112.793,23.0324,0953
113.217,23.0149,0954
113.64,22.9952,0955
114.063,22.9736,0956
114.486,22.9498,0957
114.909,22.924,0958
115.331,22.8962,0959
115.753,22.8663,0960
116.174,22.8344,0961
116.595,22.8005,0962
117.016,22.7645,0963
117.437,22.7265,0964
117.857,22.6864,0965
118.276,22.6444,0966
118.695,22.6003,0967
119.113,22.5542,0968
119.531,22.5061,0969
119.949,22.4561,0970
120.365,22.404,0971
120.782,22.3499,0972
121.197,22.2939,0973
121.612,22.2359,0974
122.026,22.1759,0975
122.44,22.114,0976
122.853,22.0501,0977
123.265,21.9843,0978
123.677,21.9165,0979
124.087,21.8468,0980
124.497,21.7752,0981
124.906,21.7017,0982
125.315,21.6263,0983
125.722,21.549,0984
126.129,21.4698,0985
126.534,21.3887,0986
126.939,21.3058,0987
127.343,21.221,0988
127.746,21.1343,0989
128.148,21.0459,0990
90.5558,21.4211,1000
90.9597,21.5102,1001
91.3646,21.5975,1002
91.7704,21.6829,1003
92.1772,21.7665,1004
92.5849,21.8482,1005
92.9935,21.928,1006
93.4029,22.0059,1007
93.8132,22.0819,1008
94.2243,22.1559,1009
94.6362,22.2281,1010
95.049,22.2983,1011
95.4625,22.3666,1012
95.8767,22.4329,1013
96.2917,22.4973,1014
96.7074,22.5597,1015
97.1237,22.6201,1016
97.5408,22.6786,1017
97.9585,22.735,1018
98.3768,22.7895,1019
98.7957,22.842,1020
99.2153,22.8924,1021
99.6353,22.9409,1022
100.056,22.9873,1023
100.477,23.0317,1024
100.899,23.0741,1025
101.321,23.1144,1026
101.743,23.1528,1027
102.166,23.189,1028
102.59,23.2232,1029
103.014,23.2554,1030
103.438,23.2855,1031
103.862,23.3135,1032
104.287,23.3395,1033
104.712,23.3634,1034
105.137,23.3853,1035
105.563,23.405,1036
105.989,23.4228,1037
106.415,23.4384,1038
106.841,23.4519,1039
107.267,23.4634,1040
107.694,23.4728,1041
108.12,23.48,1042
108.547,23.4853,1043
108.973,23.4884,1044
109.4,23.4894,1045
109.827,23.4884,1046
110.253,23.4853,1047
110.68,23.48,1048
111.106,23.4728,1049
111.533,23.4634,1050
111.959,23.4519,1051
112.385,23.4384,1052
112.811,23.4228,1053
113.237,23.405,1054
113.663,23.3853,1055
114.088,23.3634,1056
114.513,23.3395,1057
114.938,23.3135,1058
115.362,23.2855,1059
115.786,23.2554,1060
116.21,23.2232,1061
116.634,23.189,1062
117.057,23.1528,1063
117.479,23.1144,1064
117.901,23.0741,1065
118.323,23.0317,1066
118.744,22.9873,1067
119.165,22.9409,1068
119.585,22.8924,1069
120.004,22.842,1070
120.423,22.7895,1071
120.842,22.735,1072
121.259,22.6786,1073
121.676,22.6201,1074
122.093,22.5597,1075
122.508,22.4973,1076
122.923,22.4329,1077
123.338,22.3666,1078
123.751,22.2983,1079
124.164,22.2281,1080
124.576,22.1559,1081
124.987,22.0819,1082
125.397,22.0059,1083
125.807,21.928,1084
126.215,21.8482,1085
126.623,21.7665,1086
127.03,21.6829,1087
127.435,21.5975,1088
127.84,21.5102,1089
128.244,21.4211,1090
90.4585,21.7971,1100
90.8644,21.8869,1101
91.2712,21.9748,1102
91.6791,22.0609,1103
92.0878,22.1451,1104
92.4975,22.2274,1105
92.9081,22.3078,1106
93.3195,22.3863,1107
93.7318,22.4629,1108
94.145,22.5375,1109
94.559,22.6102,1110
94.9737,22.6809,1111
95.3893,22.7497,1112
95.8056,22.8166,1113
96.2227,22.8814,1114
96.6405,22.9443,1115
97.059,23.0052,1116
97.4782,23.0641,1117
97.898,23.121,1118
98.3185,23.1759,1119
98.7396,23.2288,1120
99.1613,23.2796,1121
99.5836,23.3284,1122
100.006,23.3752,1123
100.43,23.42,1124
100.854,23.4627,1125
101.278,23.5033,1126
101.703,23.5419,1127
102.128,23.5785,1128
102.553,23.6129,1129
102.979,23.6454,1130
103.406,23.6757,1131
103.833,23.704,1132
104.26,23.7301,1133
104.687,23.7542,1134
105.115,23.7763,1135
105.542,23.7962,1136
105.97,23.814,1137
106.399,23.8298,1138
106.827,23.8434,1139
107.256,23.8549,1140
107.684,23.8644,1141
108.113,23.8717,1142
108.542,23.877,1143
108.971,23.8802,1144
109.4,23.8812,1145
109.829,23.8802,1146
110.258,23.877,1147
110.687,23.8717,1148
111.116,23.8644,1149
111.544,23.8549,1150
111.973,23.8434,1151
112.401,23.8298,1152
112.83,23.814,1153
113.258,23.7962,1154
113.685,23.7763,1155
114.113,23.7542,1156
114.54,23.7301,1157
114.967,23.704,1158
115.394,23.6757,1159
115.82,23.6454,1160
116.247,23.6129,1161
116.672,23.5785,1162
117.097,23.5419,1163
117.522,23.5033,1164
117.946,23.4627,1165
118.37,23.42,1166
118.794,23.3752,1167
119.216,23.3284,1168
119.639,23.2796,1169
120.06,23.2288,1170
120.482,23.1759,1171
120.902,23.121,1172
121.322,23.0641,1173
121.741,23.0052,1174
122.159,22.9443,1175
122.577,22.8814,1176
122.994,22.8166,1177
123.411,22.7497,1178
123.826,22.6809,1179
124.241,22.6102,1180
124.655,22.5375,1181
125.068,22.4629,1182
125.48,22.3863,1183
125.892,22.3078,1184
126.303,22.2274,1185
126.712,22.1451,1186
127.121,22.0609,1187
127.529,21.9748,1188
127.936,21.8869,1189
128.341,21.7971,1190
90.3603,22.1739,1200
90.7681,22.2644,1201
91.1769,22.353,1202
91.5867,22.4397,1203
91.9975,22.5245,1204
92.4091,22.6075,1205
92.8217,22.6885,1206
93.2352,22.7676,1207
93.6496,22.8447,1208
94.0648,22.9199,1209
94.4808,22.9932,1210
94.8977,23.0644,1211
95.3154,23.1338,1212
95.7338,23.2011,1213
96.153,23.2665,1214
96.5729,23.3298,1215
96.9936,23.3912,1216
97.4149,23.4505,1217
97.8369,23.5079,1218
98.2596,23.5631,1219
98.6829,23.6164,1220
99.1068,23.6677,1221
99.5312,23.7169,1222
99.9562,23.764,1223
100.382,23.8091,1224
100.808,23.8521,1225
101.234,23.8931,1226
101.661,23.932,1227
102.089,23.9688,1228
102.517,24.0036,1229
102.945,24.0362,1230
103.374,24.0668,1231
103.803,24.0953,1232
104.232,24.1217,1233
104.662,24.1459,1234
105.092,24.1681,1235
105.522,24.1882,1236
105.952,24.2062,1237
106.383,24.222,1238
106.813,24.2358,1239
107.244,24.2474,1240
107.675,24.257,1241
108.106,24.2644,1242
108.538,24.2697,1243
108.969,24.2728,1244
109.4,24.2739,1245
109.831,24.2728,1246
110.263,24.2697,1247
110.694,24.2644,1248
111.125,24.257,1249
111.556,24.2474,1250
111.987,24.2358,1251
112.417,24.222,1252
112.848,24.2062,1253
113.278,24.1882,1254
113.708,24.1681,1255
114.138,24.1459,1256
114.568,24.1217,1257
